,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,年,気圧(hPa),降水量(mm),気温(℃),湿度(％),風向・風速(m/s),日照時間(h),全天日射量(MJ/m2),雪(寒候年・cm),雲量,大気現象,,,,,,,,,,,,,,,,,
1,現地,海面,合計,最大,平均,最高,最低,平均風速,最大風速,最大瞬間風速,降雪,最深積雪,平均,雪日数(寒候年),霧日数,雷日数,,,,,,,,,,,,
2,平均,平均,日,1時間,10分間,日平均,日最高,日最低,平均,最小,風速,風向,風速,風向,平均,合計,日合計の最大,,,,,,,,,,,
85,1972,1013.4,1015.1,2351.0,152.5,34.0,13.5,15.9,19.9,12.1,35.0,-1.1,72,15,3.0,13.7,北,23.5,,1869.8,9.8,2,1,1,7.3,14,3,25
86,1973,1014.3,1016.0,1402.5,89.5,41.5,19.0,16.5,20.6,12.7,35.3,-2.5,69,18,2.9,13.5,北北西,26.7,,2074.7,10.4,0,0,--,6.9,9,3,17
87,1974,1013.8,1015.5,1287.5,56.5,26.0,16.5,15.9,20.0,12.0,33.5,-2.9,69,15,2.8,14.0,南南東,33.0,,2005.8,9.8,4,2,2,6.8,23,3,11
88,1975,1013.3,1015.0,1335.5,92.5,32.5,16.0,16.6,20.7,13.0,36.8,-1.9,69,23,3.0,14.1,北北西,23.5,,2086.4,9.5,17,10,10,6.9,14,1,17
89,1976,1013.9,1015.6,1907.5,81.0,35.5,15.5,15.6,19.7,11.9,34.6,-4.0,69,21,2.8,13.2,北東,27.1,,1951.7,11.8,1,1,1,7.0,18,3,14
90,1977,1014.4,1016.1,1353.5,68.0,35.5,12.0,16.3,20.4,12.6,34.8,-5.2,68,17,2.8,11.4,南西,24.7,,2017.4,11.8,12,7,7,6.6,34,4,20
91,1978,1013.8,1015.5,1138.0,126.0,43.0,12.0,16.8,21.1,13.1,35.8,-1.5,65,14,2.8,24.4,南南東,46.0,南南東,2319.9,13.1,11,7,7,6.2,22,1,15
92,1979,1013.8,1015.5,1742.5,157.5,52.0,11.5,16.7,20.8,13.1,35.6,-1.2,67,20,2.7,15.5,北北東,25.3,北北東,1984.4,12.6,1,1,1,6.4,12,5,19
93,1980,1013.9,1015.6,2976.5,190.5,46.5,18.0,15.5,19.3,12.1,33.0,-2.0,71,14,2.8,17.8,北北西,25.4,北北西,1703.0,11.2,0,0,0,7.1,22,8,22
94,1981,1014.0,1015.7,1699.5,110.5,39.5,15.5,16.1,20.1,12.5,35.9,-4.3,69,15,3.0,12.8,南南東,26.1,南南東,1957.4,13.5,7,5,5,6.8,24,4,25
95,1982,1013.9,1015.6,1778.5,121.0,52.0,19.0,16.4,20.4,12.9,34.0,-1.3,72,17,2.9,16.2,北北西,26.6,北,2039.4,13.5,8,4,4,6.5,11,2,18
96,1983,1014.0,1015.7,1721.0,233.0,46.5,21.5,16.6,20.6,13.1,35.4,-2.0,70,18,3.1,18.9,北,32.2,北,2082.8,13.1,0,0,0,6.6,14,0,22
97,1984,1014.0,1015.7,1170.0,68.0,53.5,18.0,16.1,20.1,12.6,35.4,-3.1,71,13,3.0,14.4,北北西,29.6,南東,2083.4,13.2,25,8,9,6.6,36,2,15
98,1985,1013.8,1015.5,2024.5,186.0,49.5,20.0,16.6,20.4,13.2,36.0,-2.2,72,19,3.1,20.6,南,41.6,南,1960.8,12.5,2,2,2,6.9,18,3,28
99,1986,1013.9,1015.6,1569.0,124.0,42.0,21.0,16.0,19.9,12.5,34.5,-2.5,70,21,2.9,12.7,北,22.6,南南東,1852.3,12.8,5,3,3,6.6,40,2,25
100,1987,1014.3,1016.0,1876.0,152.0,34.0,15.5,16.7,20.8,13.1,35.5,-2.1,71,19,3.0,20.1,南,49.3,南,1919.5,12.6,14,10,10,6.6,18,4,23
101,1988,1013.5,1015.2,1355.0,129.0,34.5,13.0,16.3,20.3,12.8,35.7,-0.7,69,19,3.0,11.9,南南東,23.1,南南東,1842.8,12.2,0,0,--,6.7,19,1,26
102,1989,1013.8,1015.5,1544.5,105.0,33.5,11.5,17.0,21.0,13.4,35.3,-0.8,70,19,3.0,12.4,北北西,22.2,北北西,1879.5,13.1,0,0,0,6.8,10,2,23
103,1990,1014.2,1015.9,1254.5,113.5,26.0,10.0,17.7,21.6,14.1,37.1,-2.3,69,17,3.0,16.7,北,28.6,北,1985.7,13.7,15,15,15,6.5,9,1,16
104,1991,1013.5,1015.2,2085.5,145.5,53.5,22.0,16.6,20.3,13.4,35.6,-3.3,72,15,3.0,23.3,北北西,44.7,南南東,1648.1,11.9,0,0,0,7.1,15,3,25
105,1992,1013.7,1015.4,1438.0,79.0,45.5,10.0,16.8,20.6,13.4,35.7,0.1,71,15,2.9,22.9,北北西,37.1,北北西,1802.0,12.5,0,0,--,6.9,8,1,27
106,1993,1013.9,1015.6,2049.5,107.5,42.0,15.0,16.3,20.1,12.9,33.8,0.3,70,20,2.8,18.1,南,39.2,南,1652.3,11.5,0,0,--,7.1,13,1,25
107,1994,1013.7,1015.4,891.0,143.0,34.5,13.5,17.6,21.6,14.0,37.7,-0.6,67,16,2.8,17.4,南南東,35.5,南,2178.1,14.0,0,0,--,6.0,13,0,16
108,1995,1014.2,1015.9,1593.0,135.0,47.5,16.0,16.5,20.2,13.1,35.8,-1.2,68,16,2.8,13.4,南東,26.4,西北西,1952.5,13.8,6,3,3,6.5,17,0,27
109,1996,1014.0,1015.7,1275.5,115.0,24.5,13.0,16.6,20.5,13.2,36.0,-2.6,68,16,2.8,22.9,北北西,39.1,北,1848.9,13.3,0,0,0,6.8,18,2,21
110,1997,1013.8,1015.6,2083.0,133.5,96.5,23.5,17.1,21.0,13.8,35.8,-0.6,67,17,2.8,16.5,北,29.5,北北西,1974.6,13.6,3,3,3,6.4,12,2,36
111,1998,1013.7,1015.4,1865.5,123.5,68.0,21.0,18.1,21.9,14.8,36.6,-2.1,70,20,2.7,13.7,南,31.1,南南東,1765.4,12.9,0,0,0,7.0,9,2,27
112,1999,1013.3,1015.0,1661.5,153.5,79.5,18.5,17.1,21.1,13.7,35.6,-0.4,68,16,2.8,14.3,北北西,30.1,北北東,1671.8,12.9,10,10,15,7.0,13,0,25
113,2000,1013.2,1014.9,1344.0,102.0,38.5,13.0,17.2,21.3,13.9,35.9,-0.2,66,11,2.7,13.1,南南東,29.0,南南東,2009.3,14.2,0,0,0,6.3,18,0,25
114,2001,1013.3,1015.0,1942.5,212.5,42.0,12.0,17.1,21.1,13.8,36.5,-2.2,66,15,2.7,12.5,北北西,22.9,北北西,1910.6,13.9,5,5,5,6.5,12,0,34
115,2002,1013.3,1015.1,1371.5,163.5,39.5,11.5,17.3,21.2,14.0,36.1,0.9,64,11,2.9,12.1,南,26.9,南,1901.5,13.9,0,0,--,6.5,14,3,23
116,2003,1013.6,1015.3,1600.5,75.0,61.5,18.5,17.2,21.0,14.0,35.3,-2.2,66,16,2.8,15.9,南,37.8,南,1758.3,13.1,2,1,1,6.8,24,0,21
117,2004,1013.6,1015.3,1741.5,79.0,26.5,13.0,17.8,21.9,14.3,37.3,-2.5,64,10,2.7,23.0,北北西,37.9,北北西,2061.7,14.1,3,2,3,6.4,21,1,24
118,2005,1013.5,1015.3,1020.0,67.0,39.5,18.0,17.2,21.1,13.9,35.5,-1.7,64,11,2.8,12.8,北北西,31.1,北西,1874.6,14.0,6,4,5,6.8,26,2,26
119,2006,1013.4,1015.2,2018.0,115.5,45.0,15.0,17.2,21.0,14.1,35.5,-0.3,68,13,2.7,20.7,南南東,49.0,南,1829.0,13.2,0,0,0,6.8,25,2,37
120,2007,1013.4,1015.2,1195.0,111.0,38.0,23.5,18.0,22.0,14.5,37.2,-1.3,63,12,2.7,12.9,北,24.2,北北西,1986.7,14.1,0,0,1,6.5,11,0,32
121,2008,1013.7,1015.4,1780.5,82.5,41.0,18.0,17.1,21.1,13.8,37.3,0.4,66,17,2.6,12.6,北,21.5,北,1840.2,13.5,0,0,0,6.9,10,1,32
122,2009,1013.1,1014.9,1692.0,187.0,71.5,23.0,17.3,21.3,14.0,34.9,-1.2,64,10,2.6,13.8,北,22.8,南南東,1807.0,13.1,6,6,6,6.8,16,0,13
123,2010,1013.9,1015.7,1729.0,151.0,55.5,15.5,17.5,21.5,14.2,37.4,-1.3,65,13,2.9,12.6,北,22.2,南西,1833.1,12.8,2,2,4,6.9,19,2,25
124,2011,1014.0,1015.8,1849.0,109.0,42.5,14.5,17.1,21.1,13.9,36.1,-2.2,68,14,3.0,14.2,北,27.4,南西,1819.9,12.4,1,1,1,7.2,24,3,29
125,2012,1013.2,1015.0,1768.5,126.5,55.0,19.0,17.0,20.9,13.8,37.5,-2.9,67,12,3.0,16.2,南南東,28.9,南南東,1799.0,12.3,11,5,5,7.2,24,0,33
126,2013,1013.5,1015.3,1801.5,153.5,72.5,22.0,17.7,21.8,14.3,37.9,-1.7,66,11,3.0,18.0,北,27.6,北北東,2058.5,13.3,5,2,3,6.5,16,1,23
127,2014,1013.8,1015.6,1765.5,105.0,34.0,13.0,17.1,21.2,13.8,37.0,0.2,69,10,2.9,18.6,北,31.7,北,1809.8,12.3,--,--,--,7.1,13,0,20
128,2015,1013.9,1015.6,1867.5,75.5,46.5,21.0,17.3,21.3,14.1,35.8,-0.9,71,12,2.8,17.4,北,31.5,北,1872.0,13.3,1,1,1,7.1,14,0,18
129,2016,1020.3 ],1022.1 ],362.5 ],39.0 ],12.5 ],4.0 ],8.8 ],12.7 ],5.5 ],25.6 ],-4.0 ],68 ],13 ],2.9 ],11.9 ],北,22.3 ],南,419.7 ],9.4 ],3 ],3 ],2 ],7.5 ],17 ],1 ],3 ]
