,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,年,気圧(hPa),降水量(mm),気温(℃),湿度(％),風向・風速(m/s),日照時間(h),全天日射量(MJ/m2),雪(寒候年・cm),雲量,大気現象,,,,,,,,,,,,,,,,,
1,現地,海面,合計,最大,平均,最高,最低,平均風速,最大風速,最大瞬間風速,降雪,最深積雪,平均,雪日数(寒候年),霧日数,雷日数,,,,,,,,,,,,
2,平均,平均,日,1時間,10分間,日平均,日最高,日最低,平均,最小,風速,風向,風速,風向,平均,合計,日合計の最大,,,,,,,,,,,
97,1977,1014.7,1015.4,2047.5,121.5,62.0,17.0,17.9,22.6,13.6,34.8,-5.8,72,16,2.5,12.0,東南東,23.9,,2080.3,13.6,29,21,20,6.2,19,0,19
98,1978,1014.2,1014.9,1724.0,187.5,58.5,17.0,17.9,22.6,13.6,35.6,-2.5,73,3,2.6,15.5,東,27.6,東,2249.1,14.1,9,4,4,6.0,9,0,20
99,1979,1014.2,1014.9,2174.5,123.5,40.5,19.5,17.9,22.6,13.6,34.8,-0.9,74,17,2.5,13.1,北西,27.4,北西,2135.3,13.3,2,2,2,6.2,4,0,13
100,1980,1014.3,1014.9,2942.0,131.0,65.5,19.5,17.4,21.8,13.2,34.0,-3.0,75,15,2.4,16.6,北北西,33.7,北北西,2000.9,12.9,0,0,0,6.6,6,0,31
101,1981,1014.4,1015.0,1818.0,100.0,27.0,11.5,17.4,22.0,13.3,35.6,-4.6,71,18,2.7,14.8,西北西,28.2,西北西,2121.9,13.5,13,7,6,6.7,8,0,12
102,1982,1014.3,1014.9,2012.5,146.0,34.5,10.0,17.8,22.4,13.6,33.9,-3.9,72,16,2.7,17.1,東北東,37.6,東北東,2103.6,13.7,9,6,6,6.4,6,0,12
103,1983,1014.6,1015.2,3047.5,183.5,48.0,15.0,17.8,22.3,13.8,36.7,-3.8,73,16,2.8,11.8,南,24.6,南南西,2133.2,13.3,0,0,--,6.6,5,1,35
104,1984,1014.3,1014.9,1543.0,166.0,45.0,20.0,17.6,22.0,13.6,36.1,-2.8,71,17,2.8,15.1,東,30.7,東,2043.5,13.6,1,1,1,6.6,7,0,14
105,1985,1014.5,1015.1,1872.5,147.5,40.5,17.0,18.1,22.5,14.2,34.5,-2.5,73,16,2.8,27.9,東南東,55.6,東南東,2103.1,13.2,1,1,1,6.8,5,1,18
106,1986,1014.7,1015.3,1887.0,192.5,75.0,20.5,17.5,22.0,13.5,34.7,-2.0,71,14,2.7,10.6,北西,20.7,西,1961.6,13.5,33,24,23,6.3,13,1,23
107,1987,1015.0,1015.6,2653.5,155.0,35.5,12.0,18.2,22.6,14.2,34.9,-1.4,73,14,2.7,15.1,南,29.3,南南東,1867.4,13.2,15,7,8,6.6,9,1,37
