,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,年,気圧(hPa),降水量(mm),気温(℃),湿度(％),風向・風速(m/s),日照時間(h),全天日射量(MJ/m2),雪(寒候年・cm),雲量,大気現象,,,,,,,,,,,,,,,,,
1,現地,海面,合計,最大,平均,最高,最低,平均風速,最大風速,最大瞬間風速,降雪,最深積雪,平均,雪日数(寒候年),霧日数,雷日数,,,,,,,,,,,,
2,平均,平均,日,1時間,10分間,日平均,日最高,日最低,平均,最小,風速,風向,風速,風向,平均,合計,日合計の最大,,,,,,,,,,,
67,2004,1012.1,1013.9,3391.5,368.0,87.5,20.5,17.5,22.1,13.3,37.9,-2.4,68,13,2.3,14.9,南西,32.7,西南西,2283.2,14.5,0,0,--,6.3,2,0,26
68,2005,1010.7,1012.6,1707.5,119.0,66.0,15.5,16.5,21.0,12.3,37.1,-2.6,67,13,2.2,11.9,北北東,30.3,北北東,2245.9,14.4,0,0,0,6.5,1,1,11
69,2006,1011.6,1013.5,2087.0,133.5,34.5,12.5,16.7,20.9,12.9,35.9,-3.4,71,11,2.1,10.2,西,22.4,西,1847.4,13.0,0,0,--,7.0,3,4,22
70,2007,1011.6,1013.5,2052.5,181.5,57.0,19.5,17.1,21.5,13.1,36.3,-1.2,69,9,2.2,11.9,北東,30.4,東北東,2123.5,14.3,0,0,--,6.7,1,0,19
71,2008,1011.7,1013.6,1955.5,125.5,48.0,18.0,16.7,21.1,12.8,36.0,-2.6,69,11,2.1,10.3,西北西,19.7,西北西,2108.2,14.0,--,--,--,7.0,0,1,21
72,2009,1011.1,1013.0,2350.5,85.0,38.5,14.5,17.0,21.4,13.1,35.9,-2.6,68,12,2.1,10.8,東南東,23.0,南東,2096.6,14.3,--,--,--,6.7,0,5,11
73,2010,1012.0,1013.9,2846.0,111.5,47.0,17.5,17.2,21.4,13.2,36.3,-2.6,70,10,2.2,11.1,東北東,22.9,南西,2156.9,14.3,0,0,--,6.8,3,1,15
74,2011,1011.8,1013.7,2498.0,184.5,45.5,15.5,16.9,21.5,12.6,36.8,-3.1,66,11,2.3,17.1,南西,30.7,南南東,2361.7,14.8,0,0,--,6.3,5,0,16
75,2012,1011.4,1013.3,2488.5,129.5,58.0,28.0,16.6,20.9,12.7,35.3,-4.4,66,10,2.3,14.3,南南西,33.7,南西,2268.8,14.5,0,0,--,6.7,1,2,20
76,2013,1011.0,1012.9,1822.0,111.0,57.5,17.5,17.2,21.5,13.2,36.6,-2.2,65,6,2.2,11.3,東南東,21.5,南南東,2297.6,14.9,0,0,--,6.3,1,0,16
77,2014,1011.8,1013.7,2374.0,193.0,61.0,16.5,16.6,20.9,12.7,36.6,-2.1,67,10,2.2,11.2,東北東,21.6,南西,2214.8,14.5,0,0,--,6.6,3,1,16
78,2015,1012.0,1013.9,2804.5,138.5,58.5,19.0,17.2,21.4,13.3,36.6,-2.6,69,11,2.1,13.1,南西,28.7,南西,2134.1,14.4,0,0,--,6.8,4,2,14
79,2016,1015.6 ],1017.6 ],786.0 ],87.0 ],39.0 ],8.5 ],9.0 ],13.8 ],4.4 ],25.9 ],-3.2 ],58 ],13 ],2.3 ],9.1 ],西北西,18.3 ],西,676.3 ],13.1 ],0 ],0 ],×,5.4 ],1 ],0 ],3 ]
