,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,年,気圧(hPa),降水量(mm),気温(℃),湿度(％),風向・風速(m/s),日照時間(h),全天日射量(MJ/m2),雪(寒候年・cm),雲量,大気現象,,,,,,,,,,,,,,,,,
1,現地,海面,合計,最大,平均,最高,最低,平均風速,最大風速,最大瞬間風速,降雪,最深積雪,平均,雪日数(寒候年),霧日数,雷日数,,,,,,,,,,,,
2,平均,平均,日,1時間,10分間,日平均,日最高,日最低,平均,最小,風速,風向,風速,風向,平均,合計,日合計の最大,,,,,,,,,,,
3,1890,,,993.1 ],132.2 ],×,,,,,,,77 ],,,,,,,,,,,,,,,
69,1956,1008.2,1014.4,1665.6,75.6,31.8,11.7,14.4,19.8,10.6,,,74,,3.6,,,,,2003.3,,15,,,6.3,17,20,10
70,1957,1008.4,1014.6,1726.2,115.3,51.6,14.4,14.3,19.9,10.2,,,73,,3.6,,,,,2168.0,,4,,,6.0,28,18,13
71,1958,1008.7,1014.9,1441.9,90.5,30.9,14.0,14.9,20.4,10.8,,,73,,3.5,,,,,2023.9,,18,,,6.2,14,21,13
72,1959,1008.2,1014.4,1904.6,131.0,24.4,16.2,15.5,21.0,11.4,,,73,,3.6,,,,,1945.0,,12,,,6.0,12,21,20
73,1960,1008.4,1014.6,1399.0,95.1,31.9,13.9,15.3,20.8,11.2,,,71,,3.8,,,,,2007.8,,4,,,5.9,12,13,16
74,1961,1008.5,1014.7,1517.1,137.9,26.3,17.2,15.7,21.4,11.5,37.3,-6.0,71,13,3.4,28.7,南南東,,,2066.5,14.2,31,19 ],19 ],6.1,18,16,15
75,1962,1007.8,1014.4,1503.6,132.7,55.9,16.6,14.9,20.5,10.6,36.9,-4.4,70,17,3.3,23.3,南南東,,,2102.6,13.8,2,2,2,5.8,21,18,9
76,1963,1007.8,1014.5,1278.3,86.2,22.3,16.5,14.5,19.7,10.6,36.5,-7.0,72,18,3.3,16.2,北,,,2010.7,13.4,17,5,5,6.0,28,24,11
77,1964,1009.2,1015.9,1256.1,87.5,62.0,17.0,15.4,20.6,11.0,36.5,-4.2,71,14,3.3,22.0,南南東,,,2317.4,13.4,10,6,8,6.0,13,26,11
78,1965,1007.4,1014.0,1556.0,170.1,46.4,12.0,14.3,19.9,9.7,37.5,-5.3,70,14,3.4,21.7,南南東,,,2363.8,12.9,7,5,4,5.5,19,42,14
79,1966,1007.4,1014.1,1655.6,70.9,35.8,12.9,14.8,20.2,10.4,38.0,-5.5,72,17,3.3,15.8,北西,,,2197.5,11.3,43,11,20,5.8,23,29,13
80,1967,1008.0,1014.7,1602.0,90.3,44.7,20.5,15.0,20.4,10.6,35.6,-7.0,71,14,3.2,14.7,西北西,21.9,,2256.9,10.4 ],7,5,5,5.6,23,37,18
81,1968,1007.8,1014.4,1414.5,69.0,28.5,12.5,14.6,20.1,10.4,36.0,-4.5,73,14,3.3,15.7,南南東,25.5,,2254.9,,13,6,10,5.9,27,28,19
82,1969,1008.2,1014.8,1386.5,69.5,25.5,10.5,14.8,20.0,10.4,36.4,-5.0,73,23,3.3,15.8,南東,28.8,,2220.6,,18,6,7,6.1,17,26,16
83,1970,1008.8,1015.5,1633.5,123.5,63.0,18.5,14.5,19.5,10.4,36.8,-5.9,73,15,3.2,14.3,西北西,26.1,,2066.0,,20,10,8,6.4,28,32,15
84,1971,1008.1,1014.7,1877.5,202.0,82.0,20.5,14.8,19.8,10.6,35.6,-5.2,72,14,3.1,14.3,北北西,23.4,,2169.8,,6,2,2,6.0,19,33,19
85,1972,1008.0,1014.6,1879.5,113.5,25.5,11.0,15.1,20.1,10.9,36.1,-2.3,71,19,3.4,26.3,南東,40.4,,2118.8,×,0,0,--,6.1,7,14,16
86,1973,1008.4,1015.0,1166.0,60.0,44.0,16.5,14.7,19.7,10.5,36.2,-5.7,68,16,3.2,14.7,北西,24.0,,2231.6,13.0,5,2,2,5.8,12,9,13
87,1974,1007.9,1014.6,1791.5,98.5,26.5,13.5,14.3,19.1,10.3,34.7,-5.3,70,20,3.2,14.0,西北西,22.2,,2081.9,13.1,0,0,0,6.0,24,22,21
88,1975,1007.8,1014.4,1607.5,116.5,42.5,17.5,14.9,19.6,11.2,34.9,-4.4,71,19,2.8,15.5,南南東,26.5,,2261.0,13.6,36,15,15,6.0,21,9,24
89,1976,1008.2,1014.9,2028.5,161.5,44.0,14.5,14.4,19.0,10.5,35.2,-4.5,69,15,2.8,11.6,北北西,22.1,,2024.8,12.8,2,1,2,6.3,16,12,19
90,1977,1008.4,1015.0,1367.0,84.0,24.5,13.0,15.4,20.3,11.2,37.1,-6.0,66,14,2.6,13.7,北西,22.0,,2208.4,14.1 ],21,8,8,6.0,29,14,14
91,1978,1008.0,1014.6,1103.5,83.0,35.5,13.0,15.4,20.4,11.3,37.7,-4.9,65,15,2.5,12.1,西北西,23.6,北北西,2223.1,13.9,6,3,3,5.6,22,4,15
92,1979,1008.1,1014.7,1526.5,94.0,56.0,13.5,15.9,20.7,11.9,36.0,-1.8,66,15,2.5,17.7,南南東,36.4,南南東,2121.7,12.9,1,1,1,6.2,5,5,24
93,1980,1007.8,1014.4,1727.0,108.5,62.0,21.0,14.7,19.3,10.9,35.8,-4.0,66,14,2.6,14.1,南南東,25.4,南南東,2017.2,12.3,6,4,4,6.3,16,6,13
94,1981,1007.9,1014.5,1525.0,72.5,47.0,16.5,14.3,19.1,10.3,36.0,-6.2,68,18,2.6,12.4,西北西,22.4,西北西,2184.6,12.7,31,8,8,6.2,24,5,16
95,1982,1008.3,1014.9,1600.5,91.0,35.5,16.0,15.2,20.0,11.2,33.9,-4.9,69,14,2.8,12.9,南東,26.4,北西,2084.4,12.8,3,2,2,6.3,13,7,20
96,1983,1007.9,1014.6,1627.5,166.0,72.5,19.5,15.4,20.3,11.4,38.2,-4.6,68,13,3.0,13.3,北西,22.6,西北西,2255.5,13.3,5,5,5,5.9,12,12,6
97,1984,1008.3,1014.9,1105.0,91.0,31.0,14.5,14.8,19.5,10.9,37.1,-4.6,69,17,2.9,11.5,北西,21.6,南東,2154.7,12.9,59,18,19,6.2,43,5,17
98,1985,1008.6,1015.2,1589.5,89.5,25.5,11.0,15.5,20.2,11.6,36.1,-5.7,69,13,2.8,12.2,北西,22.8,北西,2129.6,12.4,13,9,8,6.5,24,14,16
99,1986,1008.1,1014.7,1349.5,87.5,29.5,14.0,14.9,19.8,10.8,36.2,-3.6,65,12,3.0,12.7,西北西,23.2,北北西,2296.7,13.0,16,8,8,5.9,27,15,11
100,1987,1008.9,1015.5,1234.5,118.5,75.0,17.5,15.9,20.8,11.8,36.1,-3.5,64,11,3.0,15.2,南南東,31.1,南南東,2178.7,13.4,18,7,7,6.3,17,12,14
101,1988,1007.6,1014.2,1589.5,137.0,49.5,29.0,15.0,19.6,11.1,35.9,-3.7,65,15,2.9,13.6,北西,26.1,北北西,2017.9,12.6,44,23,19,6.5,16,15,15
102,1989,1008.3,1014.9,1643.5,126.0,31.0,17.0,16.0,20.6,12.1,35.1,-2.3,66,13,3.0,13.2,南南東,26.1,南南東,2151.4,12.8,2,1,1,6.3,3,20,15
103,1990,1008.8,1015.4,1903.5,143.0,42.5,17.5,16.6,21.3,12.7,36.9,-3.6,66,13,3.0,20.1,南南東,40.1,南南東,2180.7,13.6,2,2,2,6.4,12,12,16
104,1991,1007.7,1014.3,1990.0,217.5,62.0,17.0,16.1,20.6,12.4,36.1,-3.3,69,15,3.0,15.4,南南東,30.4,南南東,1948.3,12.8,16,10,10,6.6,16,27,13
105,1992,1008.2,1014.8,1413.5,53.5,30.5,13.5,15.9,20.7,11.9,37.2,-1.9,67,15,3.0,12.5,南南東,24.8,南南東,2138.2,13.1,5,3,3,6.4,12,5,21
106,1993,1008.0,1014.7,1726.5,70.5,40.5,13.0,15.0,19.6,11.2,33.7,-2.3,68,15,3.0,15.2,南南東,26.6,南南東,1934.5,11.8,9,7,7,6.5,11,5,9
107,1994,1008.0,1014.6,1061.0,153.0,53.0,16.0,16.6,21.7,12.5,39.8,-3.1,63,14,3.0,19.4,南南東,36.7,南南東,2423.4,14.6,26,12,12,6.0,16,4,23
108,1995,1007.8,1014.5,1393.0,57.0,29.0,14.0,15.4,20.3,11.3,38.9,-3.4,64,17,3.0,12.1,西北西,22.0,西北西,2289.0,13.9,3,2,2,5.8,15,1,16
109,1996,1008.3,1015.0,1157.0,67.5,19.0,6.5,15.2,20.2,11.1,37.2,-5.3,68,10,3.0,14.1,南南東,27.4,南南東,2128.6,13.7,22,8,8,6.3,24,7,9
110,1997,1008.2,1014.8,1610.0,92.5,36.5,13.0,15.8,20.8,11.5,35.5,-5.5,69,9,3.0,13.5,南南東,28.1,南東,2193.1,13.7,7,4,4,6.1,18,9,13
111,1998,1008.6,1015.2,1979.5,132.0,61.0,15.0,16.8,21.4,12.9,36.1,-3.7,72,13,2.9,21.5,南南東,42.6,南南東,1903.5,13.0,4,4,5,7.1,11,5,16
112,1999,1008.1,1014.7,1628.5,163.0,65.5,17.5,16.2,21.1,12.3,35.1,-5.7,71,15,3.0,12.5,北北西,23.5,北,2087.4,13.8,18,10,12,6.5,11,5,25
113,2000,1007.8,1014.4,1735.5,428.0,97.0,26.0,16.2,21.3,12.2,37.9,-3.9,66,10,3.0,11.6,西北西,21.6,東南東,2162.3,14.1,20,16,16,6.3,18,4,26
114,2001,1007.6,1014.2,1415.0,105.0,35.0,18.5,16.0,20.9,12.0,39.3,-2.8,64,10,3.0,13.1,北西,25.2,西北西,2147.1,14.2,12,11,10,6.3,21,0,14
115,2002,1007.8,1014.4,1082.5,71.5,26.5,11.0,16.1,21.1,12.2,38.2,-2.8,64,8,3.0,12.4,北北西,23.4,南南東,2069.8,14.0,21,17,17,6.6,18,4,19
116,2003,1008.0,1014.6,1905.0,83.5,27.0,15.0,15.7,20.3,11.9,35.4,-4.4,68,8,3.0,12.7,南南東,28.0,東南東,1890.1,12.9,1,1,2,6.5,14,3,14
117,2004,1008.3,1014.9,1947.5,136.0,52.5,19.0,16.8,21.7,12.7,37.5,-3.3,67,11,3.1,16.4,南南東,33.6,南南東,2209.6,14.3,9,9,9,6.3,17,1,24
118,2005,1007.2,1013.9,900.5,71.5,24.5,17.0,15.7,20.7,11.8,36.7,-3.1,66,10,2.9,13.0,南南東,29.1,南東,2101.7,14.2,7,7,8,6.6,13,1,18
119,2006,1007.8,1014.5,1611.5,95.0,26.5,11.0,15.9,20.6,12.2,37.5,-3.7,65,10,2.9,13.9,北西,24.4,北西,1943.6,13.3,38,14,23,6.8,27,13,13
120,2007,1007.8,1014.5,1269.5,99.0,33.5,22.5,16.6,21.5,12.6,39.4,-0.9,61,8,2.9,11.7,西北西,22.0,西北西,2125.0,14.4,1,1,1,6.6,8,2,24
121,2008,1007.8,1014.5,1579.5,133.5,84.0,19.5,16.4,21.3,12.4,37.9,-2.4,62,11,2.8,13.7,西北西,23.7,北北西,2132.9,14.4,13,13,13,6.6,18,2,19
122,2009,1007.3,1014.0,1755.5,102.5,67.0,20.5,16.5,21.4,12.5,35.2,-2.0,61,12,2.9,17.3,北,29.9,北北西,2150.3 ],14.5,--,--,--,6.5,8,3,17
123,2010,1008.2,1014.9,1730.0,73.0,29.0,14.0,16.6,21.3,12.8,38.0,-2.2,64,11,2.9,12.5,北北西,21.0,北北西,2095.3,14.1,3,2,3,6.7,12,1,18
124,2011,1008.1,1014.8,1785.5,169.5,45.5,19.5,16.1,20.9,12.2,36.7,-3.2,67,9,3.1,14.4,南東,25.9,南東,2151.5,14.2,18,11,11,6.5,16,2,26
125,2012,1007.6,1014.3,1567.5,92.5,39.0,18.0,15.8,20.5,11.9,36.9,-5.2,67,10,3.1,15.4,南南東,28.6,南南東,2159.5,14.1,25,14,15,6.7,21,2,20
126,2013,1007.5,1014.1,1463.5,101.0,57.5,30.0,16.4,21.4,12.2,38.4,-3.3,64,10,3.1,13.9,西北西,24.3,西北西,2355.3,15.0,5,3,3,6.2,16,1,13
127,2014,1008.0,1014.7,1505.5,86.5,30.5,18.5,16.1,21.0,12.1,38.2,-2.8,64,10,3.1,14.2,南南東,24.9,南東,2255.3,14.7,12,7,7,6.4,15,4,20
128,2015,1008.1,1014.8,1803.0,74.0,43.0,16.0,16.6,21.3,12.8,38.4,-2.0,67,12,3.0,14.3,南東,30.1,南東,2100.3,14.1,29,16,23,6.6,15,2,12
129,2016,1012.8 ],1019.7 ],365.5 ],53.5 ],30.0 ],9.0 ],7.6 ],12.8 ],3.3 ],27.2 ],-4.8 ],57 ],11 ],3.2 ],12.1 ],南南東,22.3 ],南南東,693.4 ],13.3 ],10 ],9 ],9 ],5.1 ],12 ],1 ],1 ]
